id,name,attribution,description,count_rows,viewCount,downloadCount,category,tags,createdAt,updatedAt,dataUpdatedAt,metadataUpdatedAt,domain,attributionLink,webUri,dataUri
pum2-pec2,DSNY Waste Characterization 2023 - Subsort Results,Department of Sanitation (DSNY),"The NYC Department of Sanitation (DSNY) conducted the 2023 Waste Characterization Study in the Fall of 2022 and Spring of 2023. The 2023 Study determined the waste composition of several major sources from which DSNY collects: residential households, New York City Public Schools, the New York City Housing Authority (NYCHA), and on-street litter baskets. Waste from these generators was categorized into 96 main material categories. In addition to the 96 sort categories, certain material groups were further subsorted into 826 subsort categories which are provided in this dataset by residential strata and time period. Because not all the main material categories were subsorted, there are two separate datasets — one for the main sort results and one for the subsort results. Results for both datasets are presented in absolute terms as the quantity by weight of each material type, per stream. The quantity of each material is calculated by applying the percent composition to the total quantity of specified DSNY collections.",18172,319,84,,"['sanitation', 'waste characterization', 'waste composition', 'subsort']",2024-04-24T18:22:35+0000,2024-05-02T20:48:28+0000,2024-04-24T18:27:51+0000,2024-05-02T13:45:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/pum2-pec2,https://data.cityofnewyork.us/resource/pum2-pec2
bpea-2i5q,DSNY Waste Characterization 2023 - Main Sort Results,Department of Sanitation (DSNY),"The NYC Department of Sanitation (DSNY) conducted the 2023 Waste Characterization Study in the Fall of 2022 and Spring of 2023. The 2023 Study determined the waste composition of several major sources from which DSNY collects: residential households, New York City Public Schools, the New York City Housing Authority (NYCHA), and on-street litter baskets. Waste from these generators was categorized into 96 main material categories, which are provided in this dataset by residential strata and time period. Results are presented in absolute terms as the quantity by weight of each material type, per stream. The quantity of each material is calculated by applying the percent composition to the total quantity of specified DSNY collections.",2112,335,60,,"['sanitation', 'waste characterization', 'waste composition', 'main sort']",2024-04-24T18:10:14+0000,2024-05-02T20:48:24+0000,2024-04-24T18:19:39+0000,2024-05-02T20:40:57+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/bpea-2i5q,https://data.cityofnewyork.us/resource/bpea-2i5q
bibp-6ff7,DSNY Waste Characterization - Comparative Results,Department of Sanitation (DSNY),"The NYC Department of Sanitation (DSNY) has conducted four waste characterization studies to date: 2005, 2013, 2017, and 2023. For each study, a representative sample of waste is sorted into distinct material categories and aggregated into statistically significant data on the composition of the City's discards. This dataset contains the change in the composition of the City's waste streams across all four studies.",520,236,62,,"['sanitation', 'waste characterization', 'waste composition']",2024-04-24T18:03:37+0000,2024-05-02T20:51:54+0000,2024-05-02T20:39:29+0000,2024-05-02T20:51:54+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/bibp-6ff7,https://data.cityofnewyork.us/resource/bibp-6ff7
kbai-jcya,DSNY Waste Characterization - Comparative Categories,Department of Sanitation (DSNY),"The NYC Department of Sanitation (DSNY) has conducted four waste characterization studies to date: 2005, 2013, 2017, and 2023. This dataset contains the main categories used in all four studies as well as the comparative categories used to consolidate material types over time.",120,177,70,,"['sanitation', 'waste characterization', 'waste composition']",2024-04-24T17:57:34+0000,2024-05-02T20:48:21+0000,2024-04-24T18:02:21+0000,2024-05-02T20:44:28+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/kbai-jcya,https://data.cityofnewyork.us/resource/kbai-jcya
3m3d-zzwn,Language Access Secret Shopper (LASS) Ratings,Mayor's Office of Operations (OPS),"This dataset shows the work of the Language Access Secret Shopper (LASS) program since 2023. The LASS program assigns secret shoppers to visit more than 200 of New York City’s service centers to assess how well the centers provide services to customers who do not speak English. Additional information is available at <a href=""https://www.nyc.gov/site/operations/performance/language-access-secret-shopper-program.page#:~:text=Started%20in%202010%2C%20LASS%20secret,and%20highlight%20exceptional%20customer%20service"">Language Access Secret Shopper Program (LASS)</a>.",148,283,80,City Government,,2024-04-23T19:15:37+0000,2024-05-02T14:18:28+0000,2024-05-02T14:18:29+0000,2024-05-02T14:18:28+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/3m3d-zzwn,https://data.cityofnewyork.us/resource/3m3d-zzwn
pw4e-vms3,Department of Veterans' Services Cases,Department of Veterans' Services (DVS),"Dataset is cases managed by NYC DVS for service, care or resources supported via VetConnect, phone, in-person, postal mail or electronic mail. This is a compilation of the agency's cases which is assistance requests. Each record represents a requested submitted by client for service, care or resource. This dataset provides information on the issues, concerns, and service needs that veterans, service members, and their families have sought assistance for.",13479,55,12,Social Services,"['dvs', 'veterans', 'branches', 'army', 'marines', 'navy', 'coast guard', 'national guard', 'discharge type', 'honorable', 'nyc veterans', 'assistance requests', 'service requests', 'cases', 'managed cases']",2024-04-18T19:32:43+0000,2024-07-16T16:50:16+0000,2024-04-23T16:35:28+0000,2024-07-16T16:49:28+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/pw4e-vms3,https://data.cityofnewyork.us/resource/pw4e-vms3
idat-aemv,Department of Veterans' Services Clients,Department of Veterans' Services (DVS),"A compilation of the agency's client demographics that is collected through case management system. Each record represents a client's record handled by the DVS Direct Services. This dataset provides information on demographics such as gender, race, ethnicity, marital status, gross monthly income, military affiliation, current status, branch, discharge type, and current client address postal code. This will be updated yearly on calendar basis.",17115,50,22,Social Services,"['dvs', 'veterans', 'branches', 'army', 'marines', 'navy', 'coast guard', 'national guard', 'discharge type', 'honorable', 'nyc dvs']",2024-04-16T19:28:26+0000,2024-07-16T16:50:18+0000,2024-07-16T16:34:06+0000,2024-07-16T16:42:44+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/idat-aemv,https://data.cityofnewyork.us/resource/idat-aemv
dt3g-khpi,Citywide Mobility Survey - Household 2022,Department of Transportation (DOT),"Citywide Mobility Survey (CMS) Household table contains data about the characteristics of the participant’s household, including household size, income, type of residence, number of vehicles, bicycles, and micromobility devices, package delivery location, and other demographic and transportation-related information.",2966,369,120,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2022']",2024-04-16T19:21:07+0000,2024-06-06T13:48:22+0000,2024-05-17T18:53:00+0000,2024-06-06T13:48:22+0000,data.cityofnewyork.us,https://www.nyc.gov/html/dot/html/about/citywide-mobility-survey.shtml,https://data.cityofnewyork.us/d/dt3g-khpi,https://data.cityofnewyork.us/resource/dt3g-khpi
qyry-gwrj,Citywide Mobility Survey - Vehicle 2022,Department of Transportation (DOT),Citywide Mobility Survey (CMS) Vehicle table contains characteristics of each vehicle in the participant’s household.,2011,219,111,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2022']",2024-04-11T17:29:20+0000,2024-06-06T13:49:04+0000,2024-04-11T18:36:55+0000,2024-06-06T13:49:04+0000,data.cityofnewyork.us,https://www.nyc.gov/html/dot/html/about/citywide-mobility-survey.shtml,https://data.cityofnewyork.us/d/qyry-gwrj,https://data.cityofnewyork.us/resource/qyry-gwrj
x5mc-2gmi,Citywide Mobility Survey - Trip 2022,Department of Transportation (DOT),"Citywide Mobility Survey (CMS) Trip table contains characteristics of each trip made by the participants, including origins and destinations, mode, purpose, transportation related fees such as transit, parking, or taxi pay, parking location for the bikes or micromobility devices, number of travelers, trip duration, and trip distance.",86339,547,201,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2022']",2024-04-10T19:50:59+0000,2024-06-06T13:47:07+0000,2024-05-22T18:50:16+0000,2024-06-06T13:47:07+0000,data.cityofnewyork.us,https://www.nyc.gov/html/dot/html/about/citywide-mobility-survey.shtml,https://data.cityofnewyork.us/d/x5mc-2gmi,https://data.cityofnewyork.us/resource/x5mc-2gmi
5njs-bq3c,Citywide Mobility Survey - Day 2022,Department of Transportation (DOT),"Citywide Mobility Survey (CMS) Day table contains information on each day of the participant’s assigned travel period, including deliveries, remote work duration, online shopping, reasons for no travel if applicable, and start/end location of the day, with between one and seven travel days recorded for each participant.",15926,271,124,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2022']",2024-04-10T19:44:12+0000,2024-06-06T13:46:41+0000,2024-05-17T18:12:54+0000,2024-06-06T13:46:41+0000,data.cityofnewyork.us,https://www.nyc.gov/html/dot/html/about/citywide-mobility-survey.shtml,https://data.cityofnewyork.us/d/5njs-bq3c,https://data.cityofnewyork.us/resource/5njs-bq3c
7qdz-u9hr,Citywide Mobility Survey - Person 2022,Department of Transportation (DOT),"Citywide Mobility Survey (CMS) Person table contains characteristics of individual members of the participant’s household, including age, race, gender, disability status, education, employment, remote work, typical commute mode, biking frequency, shared services, and other demographic and transportation-related information.",6886,402,129,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2022']",2024-04-08T20:51:11+0000,2024-06-06T13:47:43+0000,2024-04-16T18:42:06+0000,2024-06-06T13:47:43+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/7qdz-u9hr,https://data.cityofnewyork.us/resource/7qdz-u9hr
9uqq-k6t8,English Language Arts (ELA) Test Results 2006-2012,Department of Education (DOE),This report includes results for the New York State English Language Arts (ELA) exams for the years 2006-2012.,367859,157,89,Education,"['doe', 'ela test result', 'grade', 'school', 'swd', 'ell', 'english language arts']",2024-04-03T14:04:22+0000,2024-04-24T15:47:31+0000,2024-04-03T16:11:09+0000,2024-04-24T15:47:02+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9uqq-k6t8,https://data.cityofnewyork.us/resource/9uqq-k6t8
iebs-5yhr,English Language Arts (ELA) Test Results 2013-2023,Department of Education (DOE),This report includes results for the New York State English Language Arts exams for the years 2013-2023.,626462,538,183,Education,"['doe', 'ela test result', 'grade', 'school', 'swd', 'ell', 'english language arts']",2024-04-02T16:51:40+0000,2024-04-24T15:47:33+0000,2024-04-02T20:04:35+0000,2024-04-24T15:46:53+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/iebs-5yhr,https://data.cityofnewyork.us/resource/iebs-5yhr
qj5n-h5qp,Capital Projects Dashboard - Budget Spend History and Variance,Mayor's Office of Operations (OPS),"This is the history all FMS reported budget-and-spend by budget line item and reported Year-Month. Each row is the snapshot of data recorded in each reported Year-Month. The earliest snapshot represents the 'original budget' of a project. The 'budget variance' is the difference between 'total budget' of each row and its prior reported Year-Month. This dataset is part of the <a href=""https://data.cityofnewyork.us/browse?Data-Collection_Data-Collection=Capital+Projects+Dashboard"">Capital Projects Dashboard</a>.",20740,308,65,City Government,"['capital projects', 'budget', 'spend', 'fms']",2024-03-25T16:33:23+0000,2024-07-03T17:25:08+0000,2024-07-03T17:25:14+0000,2024-07-03T17:25:08+0000,data.cityofnewyork.us,https://www.nyc.gov/site/operations/performance/capital-projects-dashboard.page,https://data.cityofnewyork.us/d/qj5n-h5qp,https://data.cityofnewyork.us/resource/qj5n-h5qp
95tx-snak,Capital Projects Dashboard - Schedule History and Variance,Mayor's Office of Operations (OPS),"This is the history all agency reported forecasts/actual project completion dates. Each row is the snapshot of data taken on each reporting period. The 'completion date type' column shows if the 'completion date' is either a forecast or actual date. Over time, a project would have one or more forecasted completion dates before it is actually completed. The 'variance' is the day difference between 'completion date' of each row and its prior reporting period. This dataset is part of the <a href=""https://data.cityofnewyork.us/browse?Data-Collection_Data-Collection=Capital+Projects+Dashboard"">Capital Projects Dashboard</a>.",6294,181,47,City Government,"['capital projects', 'budget', 'spend', 'fms']",2024-03-25T16:09:37+0000,2024-07-03T17:23:56+0000,2024-07-03T17:24:02+0000,2024-07-03T17:23:56+0000,data.cityofnewyork.us,https://www.nyc.gov/site/operations/performance/capital-projects-dashboard.page,https://data.cityofnewyork.us/d/95tx-snak,https://data.cityofnewyork.us/resource/95tx-snak
